timepoint_id,timepoint_code,timepoint_name,timepoint_desc,timepoint_lat,timepoint_lon,zone_id,timepoint_url,location_type,parent_station,timepoint_timezone,wheelchair_boarding
1639,2916,"N Shore Dr and Wiehle Ave",,38.969670,-77.332670,,,,,,1
1641,2359,"570 Herndon Pkwy",,38.955060,-77.384370,,,,,,1
1642,3822,"West Ox Rd and Cedar Lakes Dr",,38.861753,-77.370763,,,,,,1
1643,4166,"Centrewood Dr and Brenham Dr",,38.834422,-77.436900,,,,,,1
1644,1204,"Humphreys Engineer Center",,38.743881,-77.142503,,,,,,1
1645,2265,"Hanover Ave and Floyd Ave",,38.788230,-77.194500,,,,,,1
1646,1629,"Colts Neck Rd and Hunters Square Ct",,38.935855,-77.363622,,,,,,1
1647,3377,"S Lakes Dr and Olde Crafts Dr (South)",,38.936613,-77.351353,,,,,,1
1648,2350,"Herndon Pkwy and Dulles Pl",,38.973010,-77.405700,,,,,,1
1649,2447,"International Dr and Chain Bridg",,38.918470,-77.225480,,,,,,0
1650,935,"George Washington Memorial Pkwy and Stratford La",,38.710770,-77.070600,,,,,,1
1651,1310,"Baron Cameron Ave and Lake Fairfax Dr",,38.974560,-77.320260,,,,,,1
1652,1824,"Electric Ave and Chestertown Dr",,38.901280,-77.241010,,,,,,1
1654,3144,"Richmond Hwy and Dutchman Dr",,38.698750,-77.212850,,,,,,1
1655,5439,"Westmoreland and Poole",,38.913215,-77.175284,,,,,,0
1656,1119,"Telegraph Rd and Rose Hill Dr",,38.774860,-77.110850,,,,,,1
1657,6165,"Mclean Metro",,38.924601,-77.207962,,,,,,0
1658,4247,"Park Meadow Dr and Meadow Wood Ln",,38.871748,-77.439278,,,,,,1
1659,3354,"S Kings Hwy and Chimney Wood Ct",,38.778640,-77.083480,,,,,,1
1660,3748,"Wakefield St and Belle View Blvd",,38.774560,-77.060660,,,,,,1
1662,2978,"Old Keene Mill Rd and Tiverton Dr",,38.774560,-77.206260,,,,,,1
1663,2428,"Hummer Rd and Royce Ct",,38.838430,-77.208410,,,,,,1
1664,1226,"Amherst Ave and Springfield Blvd",,38.777656,-77.185160,,,,,,1
1665,2944,"Old Keene Mill Rd and Ainsworth Ave",,38.780460,-77.226110,,,,,,1
1666,3025,"The Parkway and S Kings Hwy",,38.772730,-77.099270,,,,,,1
1667,3540,"Sunrise Valley Dr and Milburn La",,38.949410,-77.385540,,,,,,1
1668,1446,"Braddock Rd and Inverchapel Rd",,38.810990,-77.227930,,,,,,1
1669,147,"Hayfield Rd and Kingstowne Village Pkwy",,38.756870,-77.146020,,,,,,1
1670,2433,"Hunter Mill Rd and Sunrise Valley Dr",,38.943453,-77.312722,,,,,,1
1671,2697,"Little River and Chowan",,38.819617,-77.151384,,,,,,0
1672,3251,"Rolling Stone Way and Bedrock Rd",,38.764169,-77.106034,,,,,,1
1673,1706,"Commerce St and Springfield Plz",,38.782450,-77.189740,,,,,,1
1674,4158,"Conference Center Dr and Parkstone Dr",,38.874856,-77.463238,,,,,,1
1675,3408,"Soapstone Dr and Durand Dr",,38.941787,-77.346903,,,,,,1
1676,1532,"Bennington Woods Rd and Trails Edge La",,38.973990,-77.355440,,,,,,1
1677,1614,"Chancellor Way and Orange Plank Rd",,38.751370,-77.216040,,,,,,1
1678,2888,"N Shore Dr and Greenmont Ct",,38.970340,-77.329880,,,,,,1
1679,3711,"S Van Dorn St and Castlewellen Dr",,38.778839,-77.135333,,,,,,1
1680,3113,"Quander Rd and Williams Dr",,38.769890,-77.067510,,,,,,1
1681,1417,"Broadmoor St and Buckingham Palace Ct",,38.748320,-77.132750,,,,,,1
1682,2723,"Maple Ave and East St",,38.909654,-77.254915,,,,,,1
1683,1399,"7358 Boston Blvd",,38.739367,-77.199923,,,,,,1
1684,3378,"S Lakes Dr and Pine Cone Ct",,38.933040,-77.345070,,,,,,1
1685,2765,"Memorial St and South Kings Hwy",,38.773681,-77.090871,,,,,,1
1686,3971,"Tower Dr and Southgate Dr",,38.773410,-77.086260,,,,,,1
1687,3658,"Thomas Jefferson Dr and Misty Dawn Dr",,38.948260,-77.407840,,,,,,1
1688,4286,"Tabscott Dr and Lees Corner Rd",,38.884012,-77.416230,,,,,,1
1689,6132,"Gunston Rd and Twelfth St",,38.695836,-77.144482,,,,,,1
1690,1297,"Backlick Rd and Woodland Dr",,38.805970,-77.184390,,,,,,1
1691,3260,"Sacremento Dr and Southlawn Ct",,38.725372,-77.129249,,,,,,1
1692,1804,"Eds Dr and Mclearen Rd",,38.927840,-77.425330,,,,,,1
1693,3641,"Telegraph Rd and Sharon Chapel Rd",,38.789500,-77.086040,,,,,,1
1695,2092,"Gallows Rd and Gatehouse Rd",,38.869607,-77.227120,,,,,,1
1696,3643,"Telegraph Rd and Wilcox Ct",,38.779250,-77.106840,,,,,,1
1697,943,"Fort Hunt Rd and Sherwood Hall Rd",,38.751670,-77.057370,,,,,,1
1698,2381,"Herndon Pkwy and Reneau Way",,38.970190,-77.370110,,,,,,1
1700,2786,"Mt Vernon Mem Hwy and Mt Vernon Rd",,38.710540,-77.128470,,,,,,1
1701,1798,"Edsall Rd and Independence Cir",,38.803115,-77.145848,,,,,,1
1702,2768,"Mcnair Farms Dr and Masons Ferry Dr",,38.947760,-77.408760,,,,,,1
1703,2172,"Glade Dr and Twin Branches Rd",,38.931371,-77.325382,,,,,,1
1704,1348,"Beulah St and 7800 Beulah St",,38.746890,-77.167240,,,,,,1
1706,2574,"Lake Braddock Dr and Cotherstone Ct",,38.801920,-77.267840,,,,,,1
1707,3859,"Commercial Dr and E Industrial Rd",,38.798376,-77.176814,,,,,,1
1710,2103,"Gallows Rd and Madron La",,38.904950,-77.222472,,,,,,1
1711,2461,"Jones Branch Dr and Park Run Dr",,38.932030,-77.226817,,,,,,1
1712,3052,"Post Forest Dr and West Ox Rd",,38.856489,-77.370726,,,,,,1
1713,1813,"6260 Edsall Rd",,38.806320,-77.142200,,,,,,1
1714,2897,"N Shore Dr and Links Dr W",,38.956370,-77.342910,,,,,,1
1715,3184,"Richmond Hy and Sacramento",,38.719440,-77.127770,,,,,,0
1716,3644,"Telegraph Rd and Wickford Dr",,38.762650,-77.130170,,,,,,1
1717,5575,"Old Courthouse Rd and Hull Rd",,38.914432,-77.232540,,,,,,0
1718,3832,"West Ox Rd and Legato Rd",,38.865359,-77.367027,,,,,,1
1719,2893,"N Shore Dr and Ivy Oak Sq",,38.957250,-77.347320,,,,,,1
1720,5448,"Westmoreland St and Mayfair Mcle",,38.910269,-77.172630,,,,,,0
1722,3399,"S Lakes Dr and Whisperwood Glen La",,38.932210,-77.335600,,,,,,1
1723,1796,"Edsall Rd and Edsall Ridge Pl",,38.805193,-77.142996,,,,,,1
1725,3236,"Reston Pkwy and Center Harbor Rd",,38.980660,-77.347680,,,,,,1
1726,2707,"Little River and Virginia",,38.821410,-77.158730,,,,,,0
1727,1248,"Arlington Dr and Windbreak Dr",,38.756210,-77.077820,,,,,,1
1728,3191,"Rose Hill Dr and Sturbridge Pl",,38.776477,-77.112470,,,,,,1
1729,4227,"Little Rocky Run Cir and Barren Springs Ct",,38.830340,-77.422088,,,,,,1
1730,575,"Buckman Rd and Russell Rd",,38.735840,-77.102020,,,,,,1
1731,1836,"Elden St and Jackson St",,38.969250,-77.381430,,,,,,1
1732,2351,"Herndon Pkwy and Dulles Pl",,38.972680,-77.405590,,,,,,1
1733,4221,"Elmwood",,38.892872,-77.427450,,,,,,1
1734,2062,"Lee High School",,38.781620,-77.171820,,,,,,1
1736,742,"Telegraph Rd and Mission Ct",,38.776770,-77.108770,,,,,,1
1737,3916,"Vienna Metro",,38.877102,-77.272441,,,,,,0
1738,3215,"Rolling Rd and Bristol Square Ct",,38.735680,-77.209230,,,,,,1
1739,5923,"Lee Rd and Willard Rd",,38.888714,-77.451419,,,,,,1
1740,1381,"Burke Lake Rd and Lake Braddock Dr",,38.800750,-77.265770,,,,,,1
1741,3328,"12021 Sunset Hills Rd",,38.954100,-77.359530,,,,,,1
1742,1225,"Alban Rd and Terra Woods Dr",,38.728790,-77.203740,,,,,,1
1743,4107,"Avion Pkwy and Stonecroft Blvd",,38.907680,-77.456952,,,,,,1
1744,2827,"Mt Vernon Hwy and Grist Mill Woods Way",,38.714130,-77.130990,,,,,,1
1746,2732,"Maple Ave and Park St",,38.903033,-77.263236,,,,,,1
1747,997,"Richmond Hwy and Wyngate Manor C",,38.724510,-77.116990,,,,,,0
1748,5450,"Westmoreland St and Poole Ln",,38.913503,-77.175347,,,,,,0
1749,1867,"Franklin Farm Rd and Centreville Rd",,38.912959,-77.420024,,,,,,1
1750,2155,"Glade Dr and Green Range Dr S",,38.936730,-77.367820,,,,,,1
1751,3701,"Vantage Dr and Rock Creek Rd",,38.768280,-77.108710,,,,,,1
1752,3651,"Tis Well Dr and Hinson Farm Rd",,38.737600,-77.078010,,,,,,1
1753,3837,"Worldgate Dr and Elden St",,38.958606,-77.400534,,,,,,1
1754,2169,"Glade Dr and Reston Pkwy",,38.934580,-77.365650,,,,,,1
1755,5669,"Lewinsville Rd and Artnauman Ct",,38.940229,-77.228458,,,,,,1
1756,2066,"Frontier Dr and Spring Mall Rd",,38.772510,-77.171750,,,,,,1
1757,1436,"Braddock Rd and Forestdale Dr",,38.826360,-77.299960,,,,,,1
1758,2009,"Frying Pan Rd and Simpkins Farm Dr",,38.943862,-77.401697,,,,,,1
1759,1763,"Dranesville Rd and Herndon Pkwy",,38.982512,-77.378199,,,,,,1
1760,2372,"Herndon Pkwy and Leona La",,38.974286,-77.370223,,,,,,1
1761,1272,"Backlick Rd and Galesville Pl",,38.825380,-77.193330,,,,,,1
1763,5391,"Westpark Dr and Jones Branch Dr",,38.924589,-77.218224,,,,,,1
1765,764,"Telegraph Rd and Lockport Pl",,38.715490,-77.194330,,,,,,0
1766,4048,"Sully Station P+R",,38.870780,-77.450303,,,,,,1
1767,2950,"Old Keene Mill Rd and Carrleigh Pkwy",,38.780140,-77.228430,,,,,,1
1768,3685,"Tysons Corner Ctr",,38.916410,-77.221105,,,,,,0
1769,3264,"Sacremento Dr and Venoy Ct",,38.723870,-77.128940,,,,,,1
1770,1435,"Braddock Rd and Ferndale St",,38.811610,-77.195860,,,,,,1
1771,1071,"Lockheed Blvd and Fairchild Dr",,38.759530,-77.088860,,,,,,1
1772,2339,"Herndon Pkwy and Buchannan Dr",,38.965170,-77.371910,,,,,,1
1773,2489,"King Centre Dr and Sir Viceroy Dr",,38.769427,-77.134066,,,,,,1
1774,2894,"N Shore Dr and Ivy Oak Sq (South)",,38.957250,-77.347050,,,,,,1
1775,4260,"Saint Germain Dr and Turin La",,38.836527,-77.446009,,,,,,1
1776,4057,"River Birch Rd and Sutters Mill Dr",,38.947933,-77.417958,,,,,,1
1777,1212,"8400 Alban Rd",,38.729950,-77.199590,,,,,,1
1778,3590,"Twin Branches Rd and Lake Audubon Ct",,38.935039,-77.326542,,,,,,1
1779,3428,"Soapstone Dr and Ridge Heights Rd",,38.938811,-77.345040,,,,,,1
1780,971,"Vernon View Dr and Wakefield St",,38.714490,-77.062710,,,,,,1
1781,1769,"Dranesville Rd and Old Hunt Way",,38.983757,-77.377884,,,,,,1
1782,2556,"Lawyers Rd and Glenbrooke Woods Dr",,38.915130,-77.378360,,,,,,1
1783,1482,"Braddock Rd and Spring Valley Dr",,38.814000,-77.170230,,,,,,1
1784,3131,"Richmond Hwy and 8100 Richmond H",,38.738346,-77.090805,,,,,,0
1785,1496,"Bowman Towne Dr and Fountain Dr (West)",,38.962310,-77.357210,,,,,,1
1786,2233,"Guinea Rd and Bronte Dr",,38.809150,-77.278230,,,,,,1
1788,1894,"Fort Hunt Rd and Elkin St",,38.722290,-77.060630,,,,,,1
1789,587,"Helmsdale La and Wexford Pl",,38.753770,-77.134530,,,,,,1
1791,1179,"Harrison La and Robert E Lee Pl",,38.761294,-77.095343,,,,,,1
1792,3834,"West Ox Rd and Polo Dr",,38.862770,-77.369708,,,,,,1
1793,4179,"Centrewood Dr and Saint Germain Dr",,38.836139,-77.436464,,,,,,1
1794,2880,"N Shore Dr and Lake Anne Village Ctr",,38.970030,-77.340120,,,,,,1
1796,2784,"Mt Vernon Mem Hwy and Grist Mill Rd",,38.709070,-77.125720,,,,,,1
1797,3267,"Springfield Center and Loisdale",,38.765393,-77.181946,,,,,,0
1798,3467,"Summer Ridge Rd and Worsley Way",,38.760250,-77.137200,,,,,,1
1799,864,"Little River and Green Spring",,38.821900,-77.159540,,,,,,0
1800,1147,"Hanover Ave and Monticello Blvd",,38.778730,-77.194770,,,,,,1
1801,5295,"Braddock Rd and King David Blvd",,38.810880,-77.261850,,,,,,1
1803,2584,"Lake Braddock Dr and Wallingford Dr",,38.805540,-77.274210,,,,,,1
1804,3967,"Sunrise Valley Dr and Elm Tree Dr",,38.951430,-77.401593,,,,,,1
1805,6229,"Beulah Rd and Abbotsford Dr",,38.921689,-77.270162,,,,,,1
1806,3825,"Worldgate Dr and Wiltshire La",,38.956345,-77.398885,,,,,,1
1807,1487,"Braddock Rd and Wakefield Chapel Rd",,38.811150,-77.235840,,,,,,1
1808,2237,"Guinea Rd and Lakepointe Dr",,38.801660,-77.285060,,,,,,1
1810,1014,"Richmond Hwy and Mount Eagle Dr",,38.786650,-77.068660,,,,,,0
1811,3525,"Sunrise Valley Dr and Fox Mill Rd",,38.950580,-77.406080,,,,,,1
1812,1803,"Eds Dr and Mclearen Rd",,38.923784,-77.423469,,,,,,1
1813,3736,"Viking Dr and Petersborough St",,38.920420,-77.381039,,,,,,1
1814,4112,"Avion Pkwy and Concorde Pkwy",,38.908281,-77.449653,,,,,,1
1815,581,"Buckman Rd and Rolling Hills Ave",,38.739329,-77.091550,,,,,,1
1816,3652,"Thomas Jefferson Dr and Founders Way",,38.945120,-77.406440,,,,,,1
1818,2325,"Hooes Rd and Scarborough St",,38.756320,-77.235070,,,,,,1
1819,1626,"Colts Neck Rd and Winterthur La",,38.939210,-77.360880,,,,,,1
1820,1433,"Braddock Rd and Dunleigh Dr",,38.810620,-77.261260,,,,,,1
1821,2995,"Park Ave and Branch Dr",,38.974210,-77.387020,,,,,,1
1822,913,"Fort Hunt Rd and Woodmont Rd",,38.788720,-77.060850,,,,,,1
1823,3914,"Vienna Metro South Bay Q",,38.877172,-77.272017,,,,,,1
1824,1019,"Mt Vernon Hwy and Albee La",,38.733470,-77.092420,,,,,,1
1825,3360,"S Kings Hwy and Saint Mark'S Ct",,38.772030,-77.100670,,,,,,1
1826,5650,"Lewinsville Rd and Titania La",,38.941045,-77.218904,,,,,,1
1827,3358,"S Kings Hwy and Telegraph Rd",,38.767760,-77.119650,,,,,,1
1828,3262,"Sacremento Dr and Pole Rd",,38.727190,-77.130610,,,,,,1
1829,1938,"Fair Lakes Pkwy and Legato Rd",,38.862200,-77.364180,,,,,,1
1830,5302,"Braddock Rd and Red Fox Dr (West)",,38.810710,-77.257780,,,,,,1
1831,1488,"Broadmoor St and Welch Ct",,38.746780,-77.139790,,,,,,1
1832,1855,"Electric Ave and Williams Ave",,38.900530,-77.233440,,,,,,1
1833,2275,"Helmsdale La and Amesbury Ct",,38.755291,-77.137963,,,,,,1
1835,3522,"Sunrise Valley Dr and U.S.G.S Dr",,38.950060,-77.366540,,,,,,1
1836,939,"Fort Hunt Rd and Paul Spring Pkwy",,38.748390,-77.057760,,,,,,1
1837,3376,"S Lakes Dr and Olde Crafts Dr (North)",,38.939101,-77.352894,,,,,,1
1838,6120,"Fullerton Rd and Twist La",,38.742334,-77.208297,,,,,,1
1839,3478,"Stringfellow Rd and Point Pleasant Dr",,38.871952,-77.407942,,,,,,1
1840,2542,"Lawyers Rd and Crossfields Way",,38.918170,-77.375920,,,,,,1
1841,2362,"Herndon Pkwy and Fairbrook Dr",,38.955840,-77.378460,,,,,,1
1842,2376,"Herndon Pkwy and Monroe St",,38.982760,-77.385540,,,,,,1
1843,1811,"Edsall Rd and Yoakum Pkwy",,38.807650,-77.138560,,,,,,1
1844,1466,"Braddock Rd and Roanoke River Rd",,38.826020,-77.313000,,,,,,1
1845,6475,"Deepford St and Walles St",,38.783440,-77.166400,,,,,,1
1846,3975,"Harrover Pl and Lorton Station B",,38.714529,-77.212979,,,,,,0
1847,2519,"Kingstowne Village Pkwy and Alderman Dr",,38.751212,-77.165214,,,,,,1
1848,4258,"Poplar Tree Rd and Stringfellow Rd",,38.875349,-77.409234,,,,,,1
1849,3323,"Sunset Hills Rd and Plaza America Dr",,38.953230,-77.348420,,,,,,1
1850,2527,"Kingstowne Village Pkwy and King Centre Dr",,38.767490,-77.140280,,,,,,1
1851,2891,"N Shore Dr and Hickory Cl",,38.966530,-77.343100,,,,,,1
1852,3509,"Sunrise Valley Dr and Dulles Corner La",,38.956720,-77.424070,,,,,,1
1853,3298,"Sherwood Hall Ln and Fordson Rd",,38.743250,-77.081930,,,,,,1
1854,2954,"Old Keene Mill Rd and Field Master Dr",,38.772940,-77.255280,,,,,,1
1856,2018,"Franconia Rd and Clermont Dr",,38.790140,-77.108300,,,,,,1
1859,4289,"5875 Trinity Pkwy",,38.841964,-77.439278,,,,,,1
1860,1450,"Braddock Rd and Kings Park Dr",,38.810430,-77.248300,,,,,,1
1861,2125,"Gallows Rd and Willow Oaks Corporate Dr",,38.863610,-77.227433,,,,,,1
1862,3381,"S Lakes Dr and Ridge Heights Rd",,38.934210,-77.333250,,,,,,1
1864,2956,"Old Keene Mill Rd and Greeley Blvd",,38.775620,-77.215640,,,,,,1
1865,2352,"Herndon Pkwy and Elden St S",,38.962070,-77.398170,,,,,,1
1866,2394,"Herndon Pkwy and Summerfield Dr",,38.966210,-77.402740,,,,,,1
1868,1817,"Eisenhower Ave and S Van Dorn St",,38.798990,-77.133267,,,,,,1
1869,3872,"Government Center P+R",,38.854290,-77.360375,,,,,,1
1870,580,"Janna Lee Ave and Buckman Rd",,38.739137,-77.095549,,,,,,1
1871,1765,"Dranesville Rd and Kingstream Dr",,38.991184,-77.376595,,,,,,1
1872,1224,"Alban Rd and Springfield Oaks Dr",,38.726910,-77.206350,,,,,,1
1874,3073,"Pole Rd and Alameda Ct",,38.728450,-77.126970,,,,,,1
1875,1424,"Braddock Rd and Columbia Rd",,38.812000,-77.175970,,,,,,1
1876,2990,"Ox Tr and West Ox Rd",,38.888320,-77.378630,,,,,,1
1878,2285,"Highland St and Brunswick St",,38.791090,-77.188410,,,,,,1
1879,4182,"Centreville Farms Rd and Twilight Glow Dr",,38.845408,-77.413168,,,,,,1
1883,3160,"Richmond Hwy and Hollyhill Rd",,38.762970,-77.084030,,,,,,0
1884,4218,"Lee Jackson Hwy and Dorforth Dr W",,38.873495,-77.378384,,,,,,1
1885,3151,"Richmond Hwy and Hollyhill Rd",,38.763010,-77.084389,,,,,,0
1886,4220,"Lee Jackson Hwy and Lees Corner Rd",,38.886959,-77.413185,,,,,,1
1887,1194,"Huntington Metro North Bay D",,38.795373,-77.074858,,,,,,1
1888,3192,"Rose Hill Dr and Sturbridge Pl",,38.776279,-77.112270,,,,,,1
1889,4104,"Legato Rd and Halsted St",,38.865015,-77.365200,,,,,,1
1890,3346,"Silverbrook Rd and Plaskett Ln",,38.709177,-77.228400,,,,,,1
1891,1276,"Backlick Rd and Jayhawk St",,38.827240,-77.194390,,,,,,1
1892,5015,"Sully Station Dr and Braddock Rd",,38.864660,-77.459850,,,,,,1
1893,3539,"Sunrise Valley Dr and Locust Park Dr",,38.949090,-77.396810,,,,,,1
1894,5648,"Lewinsville Rd and Winter Hunt Rd",,38.941619,-77.223039,,,,,,1
1895,1069,"Dartmouth Dr and Quander Rd",,38.769120,-77.066540,,,,,,1
1896,3357,"S Kings Hwy and Lantern Pl",,38.769420,-77.113170,,,,,,1
1897,2153,"Glade Dr and Freetown Dr",,38.935920,-77.367960,,,,,,1
1898,4137,"Chain Bridge Rd and Babcock Rd",,38.888840,-77.281390,,,,,,1
1899,1609,"Center Harbor Rd and Heritage Oak Way",,38.979930,-77.339140,,,,,,1
1900,3803,"Wiehle Ave and Longwood Grove Dr (South)",,38.976270,-77.334330,,,,,,1
1901,699,"Dartmouth Dr and Duke Dr",,38.768820,-77.067180,,,,,,1
1902,3494,"Sunrise Valley Dr and Colts Brook Dr",,38.948020,-77.389660,,,,,,1
1903,2675,"Leesburg Pike and Middleton Ridge Rd",,38.962100,-77.280150,,,,,,1
1904,2442,"International Dr and Greensboro Dr",,38.923675,-77.226873,,,,,,1
1905,2830,"Morning View La and John Thomas Dr",,38.748570,-77.170920,,,,,,1
1906,5613,"Centreville Rd and Renoir Ter",,38.900370,-77.425940,,,,,,1
1907,2979,"Old Keene Mill Rd and Westmore Dr (West)",,38.775750,-77.201930,,,,,,1
1908,6202,"Backlick Rd and Barta Rd",,38.756950,-77.184414,,,,,,1
1909,4084,"Sullyfield Cir and Westmore St",,38.892203,-77.434072,,,,,,1
1910,2230,"Greensboro Dr and Westpark Dr",,38.924419,-77.232191,,,,,,1
1911,688,"Belle View Blvd and Williams Dr",,38.772070,-77.068050,,,,,,1
1913,4273,"Stringfellow Rd and Coralberry Dr",,38.896175,-77.401439,,,,,,1
1914,3892,"Little River Tnpk and Heritage D",,38.832360,-77.208640,,,,,,0
1915,1589,"Centreville Rd and Floris St",,38.934130,-77.413460,,,,,,1
1916,2240,"Guinea Rd and Pierrpont St",,38.804390,-77.282330,,,,,,1
1917,5577,"Chain Bridge Rd and Old Courthou",,38.916218,-77.238315,,,,,,1
1918,2605,"Leesburg Pike and Laurel Hill Rd",,38.939360,-77.252000,,,,,,1
1920,1984,"Fordson Rd and Richmond Hwy",,38.748010,-77.082040,,,,,,1
1921,5574,"Old Courthouse Rd and Byrd Rd",,38.913634,-77.230718,,,,,,0
1922,5428,"Chain Bridge Rd and Evers Dr",,38.929427,-77.194870,,,,,,0
1923,2594,"Laurel Crest Dr and Western Hemlock (East)",,38.717726,-77.230929,,,,,,1
1924,4124,"Braddock Rd and Union Mill Rd",,38.832555,-77.413601,,,,,,1
1925,1572,"Chain Bridge Rd and Nutley St",,38.894200,-77.274310,,,,,,1
1926,5446,"Westmoreland and Kirby",,38.907165,-77.172574,,,,,,0
1927,2389,"Herndon Pkwy and Spring St",,38.959347,-77.373435,,,,,,1
1928,4259,"Saint Germain Dr and Golden Oak Dr",,38.835366,-77.447858,,,,,,1
1929,4067,"Trinity Pkwy and Trinity Pl",,38.840388,-77.435789,,,,,,1
1930,1941,"Fair Lakes Pkwy and Market Commons Dr",,38.859590,-77.375030,,,,,,1
1932,4025,"Gambrill Rd P+E",,38.755807,-77.232676,,,,,,1
1933,6253,"Air+Space Museum and Udvar-Hazy Ctr",,38.910750,-77.443140,,,,,,1
1934,2553,"Lawyers Rd and Lawyers Rd",,38.924240,-77.373370,,,,,,1
1935,1869,"Franklin Farm Rd and Fairfax County Pkwy",,38.906695,-77.405131,,,,,,1
1936,4145,"Chain Bridge Rd and Oakton Glen Dr",,38.884480,-77.288750,,,,,,1
1937,2911,"N Shore Dr and Lake Anne Village Ctr",,38.970100,-77.340400,,,,,,1
1939,3366,"S Lakes Dr and Chestnut Burr Ct",,38.931950,-77.343290,,,,,,1
1940,1267,"Backlick Rd and Jayhawk St",,38.827220,-77.194650,,,,,,1
1941,3321,"Sherwood Hall La and Oaklawn Dr",,38.744920,-77.071900,,,,,,1
1942,1974,"Fountain Dr and Bowman Towne Dr (South)",,38.961850,-77.356640,,,,,,1
1943,4117,"Blake La and Edgelea Rd",,38.876300,-77.287470,,,,,,1
1944,522,"Wakefield Dr and Potomac Ave",,38.772780,-77.057450,,,,,,1
1945,5465,"Chain Bridge Rd and Wasp Ln",,38.929864,-77.191459,,,,,,0
1946,3082,"Pole Rd and Credos Ct",,38.728150,-77.128890,,,,,,1
1947,2375,"Herndon Pkwy and Monroe St",,38.982970,-77.385630,,,,,,1
1948,1228,"Amherst Ave and Essex Ave",,38.785880,-77.187370,,,,,,1
1949,2717,"Maple Ave and Beulah Rd",,38.907520,-77.257910,,,,,,1
1951,2886,"N Shore Dr and Fairway Dr",,38.965360,-77.344300,,,,,,1
1953,2264,"Hanover Ave and Floyd Ave",,38.788840,-77.195050,,,,,,1
1954,772,"Telegraph Rd and Wilton Rd",,38.787410,-77.089600,,,,,,1
1955,1309,"Baron Cameron Ave and Lake Fairfax Dr",,38.974910,-77.319230,,,,,,1
1956,2050,"Franconia Rd and Saint John Dr",,38.783280,-77.141110,,,,,,1
1958,1074,"Arlington Dr and Windbreak Dr",,38.755300,-77.078400,,,,,,1
1959,4240,"Newton Patent Dr and Newton Tavern Ct",,38.846626,-77.439647,,,,,,1
1961,1115,"Newington Forest Ave and Treasure Tree Ct",,38.740019,-77.250289,,,,,,1
1962,6106,"Silverbrook Rd and Laurel Crest Dr",,38.718036,-77.236033,,,,,,1
1963,3572,"Seven Woods Dr and Capistrano Pl",,38.738990,-77.098820,,,,,,1
1964,2397,"570 Herndon Pkwy",,38.954820,-77.384150,,,,,,1
1965,709,"Broadmoor St and Hayfield Rd",,38.746370,-77.135020,,,,,,1
1967,4188,"Fairfax County Pkwy and Springhaven",,38.900180,-77.405230,,,,,,1
1968,1584,"Centreville Rd and Coppermine Rd",,38.947558,-77.412908,,,,,,1
1969,5651,"Lewinsville Rd and Old Falls Rd",,38.940742,-77.215813,,,,,,1
1970,969,"Vernon View Dr and Fort Hunt Rd",,38.719120,-77.061580,,,,,,1
1971,2724,"Maple Ave and Glyndon St",,38.905360,-77.260570,,,,,,1
1972,5655,"Lewinsville Rd and Tysons Mclean Dr",,38.933638,-77.202604,,,,,,1
1973,3596,"Town Center Pkwy and Cameron Glen Dr",,38.963580,-77.361180,,,,,,1
1975,3247,"Reston Pkwy and Sunrise Valley Dr",,38.946360,-77.358750,,,,,,1
1976,3004,"Park Ave and Dranesville Rd",,38.977737,-77.378665,,,,,,1
1977,5663,"Lewinsville Rd and Bridle Path La",,38.939558,-77.213053,,,,,,1
1978,3527,"Sunrise Valley Dr and Fairfax County Pkwy",,38.948570,-77.375030,,,,,,1
1979,996,"Richmond Hwy and Lukens Ln",,38.723300,-77.119980,,,,,,0
1980,3387,"S Lakes Dr and Southgate Sq",,38.942950,-77.364030,,,,,,1
1982,3002,"The Parkway and Dorset Dr",,38.774700,-77.099570,,,,,,1
1983,2365,"Herndon Pkwy and Grant St",,38.982360,-77.381940,,,,,,1
1985,770,"Telegraph Rd and Lockport Pl",,38.791910,-77.084900,,,,,,1
1986,4249,"Poplar Tree Rd and Fallen Oak Dr",,38.875138,-77.413481,,,,,,1
1987,4252,"Poplar Tree Rd and Autumn Glory Way",,38.873645,-77.423261,,,,,,1
1988,896,"Fort Hunt Rd and Waynewood Blvd",,38.726330,-77.058340,,,,,,1
1989,1142,"Hanover Ave and Monticello Blvd",,38.779230,-77.194990,,,,,,1
1990,3257,"Russell Rd and Norwood Dr",,38.738860,-77.104470,,,,,,1
1991,4000,"Elden St and Alabama Dr",,38.964685,-77.397859,,,,,,1
1992,2582,"Lake Braddock Dr and Tripolis Ct",,38.805610,-77.270560,,,,,,1
1993,1878,"Franklin Farm Rd and Pond Crest La",,38.906930,-77.387136,,,,,,1
1995,3697,"University Dr and Aquia Creek La",,38.835112,-77.310776,,,,,,1
1996,1586,"Centreville Rd and Cedar Run La",,38.927620,-77.415230,,,,,,1
1997,3329,"Sunset Hills Rd and American Dream Way",,38.953117,-77.347015,,,,,,1
1998,2606,"Lenclair St and Memorial St",,38.770724,-77.086223,,,,,,1
1999,1107,"Metro Pentagon Bay L7",,38.869101,-77.054181,,,,,,1
2000,1499,"Burke Rd and Ashbourn Dr",,38.804630,-77.279210,,,,,,1
2003,3339,"Sherwood Hall La and Wellington Rd",,38.747860,-77.064300,,,,,,1
2004,2905,"N Shore Dr and Outlet Rd",,38.959910,-77.350430,,,,,,1
